?class	?label
"http://purl.obolibrary.org/obo/ENVO_00000145"	"ice cap"
"http://purl.obolibrary.org/obo/ENVO_06105105"	"nanoplastic particle"
"http://purl.obolibrary.org/obo/ENVO_02000104"	"cement dust"
"http://purl.obolibrary.org/obo/ENVO_01001680"	"gaseous front"
"http://purl.obolibrary.org/obo/ENVO_0010002"	"obsolete cereal food product"
"http://purl.obolibrary.org/obo/ENVO_01001014"	"monochrome solar rainbow"
"http://purl.obolibrary.org/obo/ENVO_03000096"	"season"
"http://purl.obolibrary.org/obo/UBERON_0005157"	"epithelial fold"
"http://purl.obolibrary.org/obo/ENVO_3100036"	"concentration of chlorophyll in liquid water"
"http://purl.obolibrary.org/obo/FAO_0000001"	"fungal structure"
"http://purl.obolibrary.org/obo/ENVO_00002195"	"pyritic acid mine drainage"
"http://purl.obolibrary.org/obo/PATO_0045093"	"south"
"http://purl.obolibrary.org/obo/PATO_0001711"	"perimeter"
"http://purl.obolibrary.org/obo/CHEBI_26979"	"organic heterotricyclic compound"
"http://purl.obolibrary.org/obo/ENVO_00000553"	"multipurpose dam"
"http://purl.obolibrary.org/obo/ENVO_21001212"	"microwave radiation"
"http://purl.obolibrary.org/obo/CHEBI_33664"	"monocyclic hydrocarbon"
"http://purl.obolibrary.org/obo/ENVO_00000465"	"natural harbor"
"http://purl.obolibrary.org/obo/ENVO_01001568"	"frost heave"
"http://purl.obolibrary.org/obo/NCBITaxon_1"	"root"
"http://purl.obolibrary.org/obo/CHEBI_33719"	"alpha-amino-acid cation"
"http://purl.obolibrary.org/obo/PATO_0000366"	"left"
"http://purl.obolibrary.org/obo/FOODON_00001225"	"smoked meat food product"
"http://purl.obolibrary.org/obo/ENVO_01000040"	"oceanic benthopelagic zone biome"
"http://purl.obolibrary.org/obo/ENVO_03000057"	"obsolete sea ice formation process"
"http://purl.obolibrary.org/obo/ENVO_01000783"	"public utility line"
"http://purl.obolibrary.org/obo/ENVO_01001651"	"particulate matter in a hydrosphere"
"http://purl.obolibrary.org/obo/UBERON_0006240"	"future forebrain"
"http://purl.obolibrary.org/obo/GO_0022900"	"electron transport chain"
"http://purl.obolibrary.org/obo/ENVO_00000442"	"maelstrom"
"http://purl.obolibrary.org/obo/UBERON_0009618"	"trunk paraxial mesoderm"
"http://purl.obolibrary.org/obo/ENVO_01000205"	"subtropical"
"http://purl.obolibrary.org/obo/ENVO_0010070"	"obsolete pomaceous fruit product"
"http://purl.obolibrary.org/obo/FOODON_03315302"	"cocoa food product"
"http://purl.obolibrary.org/obo/ENVO_00000098"	"island"
"http://purl.obolibrary.org/obo/ENVO_01000862"	"turbulent aquatic surface layer"
"http://purl.obolibrary.org/obo/ENVO_01000152"	"iron-reducing sediment"
"http://purl.obolibrary.org/obo/FOODON_00001080"	"tape kefan food product"
"http://purl.obolibrary.org/obo/FOODON_00001130"	"sheep milk cheese food product"
"http://purl.obolibrary.org/obo/FOODON_00001081"	"Bondon cheese food product"
"http://purl.obolibrary.org/obo/ENVO_01001141"	"carbon monoxide ice"
"http://purl.obolibrary.org/obo/UBERON_0000923"	"germ layer"
"http://purl.obolibrary.org/obo/CHEBI_25442"	"mycotoxin"
"http://purl.obolibrary.org/obo/ENVO_01000592"	"bed base"
"http://purl.obolibrary.org/obo/CHEBI_83039"	"crustacean metabolite"
"http://purl.obolibrary.org/obo/ENVO_01000224"	"mediterranean grassland biome"
"http://purl.obolibrary.org/obo/ENVO_02500008"	"ecosystem-wide respiration"
"http://purl.obolibrary.org/obo/ENVO_2000000"	"chemical product"
"http://purl.obolibrary.org/obo/FOODON_00001103"	"fermented agave beverage"
"http://purl.obolibrary.org/obo/ENVO_0010109"	"obsolete bambara groundnut product"
"http://purl.obolibrary.org/obo/CHEBI_33969"	"gold molecular entity"
"http://purl.obolibrary.org/obo/ENVO_00002120"	"acid hot spring"
"http://purl.obolibrary.org/obo/UBERON_0003133"	"reproductive organ"
"http://purl.obolibrary.org/obo/ENVO_00000186"	"string mire"
"http://purl.obolibrary.org/obo/ENVO_01001406"	"laboratory facility"
"http://purl.obolibrary.org/obo/ENVO_01001530"	"water ice core"
"http://purl.obolibrary.org/obo/CHEBI_33677"	"f-block molecular entity"
"http://purl.obolibrary.org/obo/ENVO_01000286"	"dimictic lake"
"http://purl.obolibrary.org/obo/ENVO_00003038"	"obsolete beer wort"
"http://purl.obolibrary.org/obo/CHEBI_33366"	"copper group element atom"
"http://purl.obolibrary.org/obo/FOODON_00002501"	"multi-component food product"
"http://purl.obolibrary.org/obo/CHEBI_33579"	"main group molecular entity"
"http://purl.obolibrary.org/obo/UBERON_0009566"	"intestinal submucosa"
"http://purl.obolibrary.org/obo/PO_0005029"	"root primordium"
"http://purl.obolibrary.org/obo/UBERON_0003081"	"lateral plate mesoderm"
"http://purl.obolibrary.org/obo/ENVO_04000003"	"concentration of carbon dioxide in soil"
"http://purl.obolibrary.org/obo/CHEBI_37191"	"silicon oxoanion"
"http://purl.obolibrary.org/obo/CHEBI_15022"	"electron donor"
"http://purl.obolibrary.org/obo/ENVO_04000002"	"temperature of sea surface"
"http://purl.obolibrary.org/obo/ENVO_01000012"	"obsolete milk product"
"http://purl.obolibrary.org/obo/CHEBI_35175"	"sulfate salt"
"http://purl.obolibrary.org/obo/ENVO_01001312"	"estuarine coastal upper water column"
"http://purl.obolibrary.org/obo/PATO_0001739"	"radiation quality"
"http://purl.obolibrary.org/obo/UBERON_0003080"	"anterior neural tube"
"http://purl.obolibrary.org/obo/ENVO_01001536"	"sea ice mass"
"http://purl.obolibrary.org/obo/CHEBI_33909"	"metallotetrapyrrole"
"http://purl.obolibrary.org/obo/PATO_0002103"	"infiltrative"
"http://purl.obolibrary.org/obo/ENVO_01001208"	"swamp area"
"http://purl.obolibrary.org/obo/UBERON_0005177"	"trunk region element"
"http://purl.obolibrary.org/obo/PATO_0002212"	"slender"
"http://purl.obolibrary.org/obo/ENVO_01001203"	"alluvial sediment"
"http://purl.obolibrary.org/obo/GO_0044281"	"small molecule metabolic process"
"http://purl.obolibrary.org/obo/CHEBI_33458"	"nitrogen oxoanion"
"http://purl.obolibrary.org/obo/CHEBI_17792"	"organohalogen compound"
"http://purl.obolibrary.org/obo/UBERON_0037144"	"wall of heart"
"http://purl.obolibrary.org/obo/ENVO_00000330"	"stalagmite"
"http://purl.obolibrary.org/obo/UBERON_0001004"	"respiratory system"
"http://purl.obolibrary.org/obo/ENVO_01000847"	"hair ice"
"http://purl.obolibrary.org/obo/ENVO_01000858"	"marine upwelling biome"
"http://purl.obolibrary.org/obo/ENVO_01000670"	"vein"
"http://purl.obolibrary.org/obo/CHEBI_33263"	"diatomic oxygen"
"http://purl.obolibrary.org/obo/ENVO_03000078"	"slush formation process"
"http://purl.obolibrary.org/obo/ENVO_01000643"	"inner planetary core"
"http://purl.obolibrary.org/obo/ENVO_01000317"	"aquatic environment"
"http://purl.obolibrary.org/obo/ENVO_01000874"	"hailfall"
"http://purl.obolibrary.org/obo/UBERON_0010258"	"mesenchyme from rhombencephalic neural crest"
"http://purl.obolibrary.org/obo/CARO_0030000"	"biological entity"
"http://purl.obolibrary.org/obo/ENVO_04000007"	"lake water"
"http://purl.obolibrary.org/obo/ENVO_06105026"	"granule of plastic foam"
"http://purl.obolibrary.org/obo/NCBITaxon_9443"	"Primates"
"http://purl.obolibrary.org/obo/ENVO_01001698"	"polar front"
"http://purl.obolibrary.org/obo/ENVO_00002039"	"obsolete bone"
"http://purl.obolibrary.org/obo/ENVO_02000004"	"nesting material"
"http://purl.obolibrary.org/obo/ENVO_2000042"	"ocean thermal power station"
"http://purl.obolibrary.org/obo/ENVO_01000940"	"fissure water"
"http://purl.obolibrary.org/obo/ENVO_01001187"	"holothurian digestive tract"
"http://purl.obolibrary.org/obo/ENVO_00000242"	"lacustrine mudflat"
"http://purl.obolibrary.org/obo/ENVO_00000411"	"ford"
"http://purl.obolibrary.org/obo/UBERON_0002385"	"muscle tissue"
"http://purl.obolibrary.org/obo/ENVO_01000594"	"cabinet"
"http://purl.obolibrary.org/obo/ENVO_00003027"	"obsolete Rainforest Division - Mountain Provinces (M420)"
"http://purl.obolibrary.org/obo/UBERON_4100000"	"skeletal element projection"
"http://purl.obolibrary.org/obo/UBERON_0034768"	"morphological feature"
"http://purl.obolibrary.org/obo/FOODON_00001266"	"camel milk beverage"
"http://purl.obolibrary.org/obo/ENVO_01000419"	"domestic garden"
"http://purl.obolibrary.org/obo/ENVO_01001805"	"temperate forest"
"http://purl.obolibrary.org/obo/PATO_0001410"	"striated"
"http://purl.obolibrary.org/obo/ENVO_02000130"	"boiler slag"
"http://purl.obolibrary.org/obo/ENVO_00000115"	"orchard"
"http://purl.obolibrary.org/obo/ENVO_01001767"	"structural collapse process"
"http://purl.obolibrary.org/obo/NCBITaxon_2"	"Bacteria"
"http://purl.obolibrary.org/obo/FOODON_03315173"	"fish product (unspecified species)"
"http://purl.obolibrary.org/obo/ENVO_01000949"	"lichen woodland"
"http://purl.obolibrary.org/obo/ENVO_00000459"	"outlet glacier"
"http://purl.obolibrary.org/obo/UBERON_0002271"	"periventricular zone of hypothalamus"
"http://purl.obolibrary.org/obo/ENVO_03510001"	"brake fluid"
"http://purl.obolibrary.org/obo/ENVO_00000143"	"river bank"
"http://purl.obolibrary.org/obo/ENVO_01000738"	"rock-precursor intrusion process"
"http://purl.obolibrary.org/obo/UBERON_0004902"	"urogenital sinus epithelium"
"http://purl.obolibrary.org/obo/UBERON_0014371"	"future telencephalon"
"http://purl.obolibrary.org/obo/ENVO_3100003"	"concentration of alpha-carotene in liquid water"
"http://purl.obolibrary.org/obo/ENVO_01000943"	"vegetated hill"
"http://purl.obolibrary.org/obo/ENVO_01000299"	"Taylor column"
"http://purl.obolibrary.org/obo/CHEBI_33551"	"organosulfonic acid"
"http://purl.obolibrary.org/obo/PATO_0000318"	"blue"
"http://purl.obolibrary.org/obo/CHEBI_84055"	"pentose phosphate"
"http://purl.obolibrary.org/obo/ENVO_01000350"	"autoclaved sand"
"http://purl.obolibrary.org/obo/ENVO_0010019"	"obsolete bovine dairy product"
"http://purl.obolibrary.org/obo/ENVO_01001251"	"mollusc farming process"
"http://purl.obolibrary.org/obo/PATO_0001844"	"increased acidity"
"http://purl.obolibrary.org/obo/FOODON_00001008"	"liver paste"
"http://purl.obolibrary.org/obo/FOODON_00001284"	"duck meat food product"
"http://purl.obolibrary.org/obo/ENVO_00000327"	"speleothem"
"http://purl.obolibrary.org/obo/ENVO_02000109"	"dust from plant parts"
"http://purl.obolibrary.org/obo/ENVO_01001194"	"magnetosphere"
"http://purl.obolibrary.org/obo/CHEBI_29412"	"oxonium"
"http://purl.obolibrary.org/obo/ENVO_01001875"	"debris flow following rainfall"
"http://purl.obolibrary.org/obo/UBERON_0011108"	"synovial joint of pectoral girdle"
"http://purl.obolibrary.org/obo/CHEBI_22506"	"aminoglycan"
"http://purl.obolibrary.org/obo/ENVO_01000240"	"conifer woodland"
"http://purl.obolibrary.org/obo/NCBITaxon_33341"	"Polyneoptera"
"http://purl.obolibrary.org/obo/CHEBI_33369"	"cerium"
"http://purl.obolibrary.org/obo/ENVO_3200025"	"concentration of europium in water ice"
"http://purl.obolibrary.org/obo/ENVO_02000006"	"obsolete cultured habitat"
"http://purl.obolibrary.org/obo/UBERON_0006003"	"integumentary adnexa"
"http://purl.obolibrary.org/obo/NCBITaxon_1206795"	"Lophotrochozoa"
"http://purl.obolibrary.org/obo/ENVO_01001782"	"landmass"
"http://purl.obolibrary.org/obo/UBERON_0006965"	"vascular cord"
"http://purl.obolibrary.org/obo/ENVO_01001505"	"alpine tundra biome"
"http://purl.obolibrary.org/obo/CHEBI_33687"	"diatomic helium"
"http://purl.obolibrary.org/obo/NCBITaxon_33213"	"Bilateria"
"http://purl.obolibrary.org/obo/CHEBI_23888"	"drug"
"http://purl.obolibrary.org/obo/PATO_0001161"	"diluted"
"http://purl.obolibrary.org/obo/NCBITaxon_4143"	"Lamiales"
"http://purl.obolibrary.org/obo/ENVO_01000024"	"marine benthic biome"
"http://purl.obolibrary.org/obo/FOODON_00001165"	"solanaceous food product"
"http://purl.obolibrary.org/obo/UBERON_0000047"	"simple eye"
"http://purl.obolibrary.org/obo/CHEBI_72813"	"exopolysaccharide"
"http://purl.obolibrary.org/obo/NCBITaxon_117571"	"Euteleostomi"
"http://purl.obolibrary.org/obo/UBERON_0001085"	"skin of trunk"
"http://purl.obolibrary.org/obo/ENVO_01000908"	"geothermally heated river"
"http://purl.obolibrary.org/obo/ENVO_01000295"	"marine layer"
"http://purl.obolibrary.org/obo/ENVO_0010030"	"obsolete domestic cattle dairy product"
"http://purl.obolibrary.org/obo/ENVO_01000614"	"bicycle"
"http://purl.obolibrary.org/obo/ENVO_00000310"	"meteor impact crater"
"http://purl.obolibrary.org/obo/ENVO_01001858"	"cloud cover"
"http://purl.obolibrary.org/obo/ENVO_01000962"	"diatomite"
"http://purl.obolibrary.org/obo/ENVO_01000025"	"marine neritic benthic zone biome"
"http://purl.obolibrary.org/obo/ENVO_03000101"	"solid-phase sintering"
"http://purl.obolibrary.org/obo/PO_0025497"	"collective plant structure"
"http://purl.obolibrary.org/obo/ENVO_03510060"	"gel ink"
"http://purl.obolibrary.org/obo/ENVO_01001126"	"astrogeological ice"
"http://purl.obolibrary.org/obo/PATO_0001353"	"volumetric density"
"http://purl.obolibrary.org/obo/NCBITaxon_6073"	"Cnidaria"
"http://purl.obolibrary.org/obo/CHEBI_52625"	"inorganic hydroxy compound"
"http://purl.obolibrary.org/obo/FOODON_00001276"	"apple cider (alcoholic)"
"http://purl.obolibrary.org/obo/ENVO_01001554"	"surface layer of a water body"
"http://purl.obolibrary.org/obo/FOODON_00002753"	"bean (whole)"
"http://purl.obolibrary.org/obo/ENVO_0010057"	"obsolete microbial food product"
"http://purl.obolibrary.org/obo/ENVO_01001850"	"frost"
"http://purl.obolibrary.org/obo/ENVO_01001560"	"colloidal suspension"
"http://purl.obolibrary.org/obo/FOODON_00001164"	"tomato food product"
"http://purl.obolibrary.org/obo/UBERON_0010740"	"bone of appendage girdle complex"
"http://purl.obolibrary.org/obo/ENVO_06105108"	"littering"
"http://purl.obolibrary.org/obo/ENVO_01000868"	"domestic solar panel array"
"http://purl.obolibrary.org/obo/NCBITaxon_50557"	"Insecta"
"http://purl.obolibrary.org/obo/CHEBI_37602"	"allenes"
"http://purl.obolibrary.org/obo/ENVO_01000209"	"subtropical coniferous forest biome"
"http://purl.obolibrary.org/obo/CHEBI_28659"	"phosphorus atom"
"http://purl.obolibrary.org/obo/ENVO_00000226"	"saline wedge estuary"
"http://purl.obolibrary.org/obo/ENVO_01001581"	"sea surface layer"
"http://purl.obolibrary.org/obo/ENVO_3400001"	"area of alpine tundra"
"http://purl.obolibrary.org/obo/ENVO_01000846"	"water ice crystal"
"http://purl.obolibrary.org/obo/ENVO_00003022"	"obsolete Temperate Desert Division - Mountain Provinces (M340)"
"http://purl.obolibrary.org/obo/NCBITaxon_37567"	"Ditrysia"
"http://purl.obolibrary.org/obo/CHEBI_33832"	"organic cyclic compound"
"http://purl.obolibrary.org/obo/PATO_0001687"	"elevation"
"http://purl.obolibrary.org/obo/UBERON_0003462"	"facial bone"
"http://purl.obolibrary.org/obo/PO_0025034"	"leaf"
"http://purl.obolibrary.org/obo/ENVO_01000383"	"temperate evergreen needleleaf forest"
"http://purl.obolibrary.org/obo/CHEBI_79387"	"trivalent inorganic anion"
"http://purl.obolibrary.org/obo/CHEBI_35170"	"vanadium(0)"
"http://purl.obolibrary.org/obo/ENVO_00002119"	"alkaline hot spring"
"http://purl.obolibrary.org/obo/ENVO_00000572"	"obsolete subterrestrial habitat"
"http://purl.obolibrary.org/obo/ENVO_01000422"	"bathroom"
"http://purl.obolibrary.org/obo/ENVO_00002995"	"obsolete Tundra communities and barren Arctic deserts"
"http://purl.obolibrary.org/obo/CHEBI_25477"	"naphthalenes"
"http://purl.obolibrary.org/obo/UBERON_0007237"	"1st arch mandibular component"
"http://purl.obolibrary.org/obo/UBERON_0003056"	"pre-chordal neural plate"
"http://purl.obolibrary.org/obo/ENVO_01000658"	"dense settlement"
"http://purl.obolibrary.org/obo/ENVO_00000366"	"area designated as a national nature reserve"
"http://purl.obolibrary.org/obo/UBERON_0016880"	"future nervous system"
"http://purl.obolibrary.org/obo/ENVO_01001294"	"convective storm"
"http://purl.obolibrary.org/obo/ENVO_00003064"	"drinking water"
"http://purl.obolibrary.org/obo/FOODON_00001199"	"chickpea food product"
"http://purl.obolibrary.org/obo/ENVO_01001748"	"cyclonic circulation"
"http://purl.obolibrary.org/obo/BFO_0000031"	"generically dependent continuant"
"http://purl.obolibrary.org/obo/PCO_1000004"	"microbial community"
"http://purl.obolibrary.org/obo/ENVO_08000001"	"axilla skin environment"
"http://purl.obolibrary.org/obo/ENVO_00000125"	"mineral spring"
"http://purl.obolibrary.org/obo/CHEBI_33641"	"olefin"
"http://purl.obolibrary.org/obo/ENVO_00002140"	"cobble"
"http://purl.obolibrary.org/obo/UBERON_0034878"	"prechordal mesoderm"
"http://purl.obolibrary.org/obo/ENVO_01000971"	"food truck"
"http://purl.obolibrary.org/obo/ENVO_0010025"	"obsolete yak dairy product"
"http://purl.obolibrary.org/obo/ENVO_00002273"	"fluvisol"
"http://purl.obolibrary.org/obo/ENVO_01000677"	"earthquake"
"http://purl.obolibrary.org/obo/NCBITaxon_197563"	"Mandibulata"
"http://purl.obolibrary.org/obo/ENVO_01001394"	"accumulation of matter on aerosolised particles"
"http://purl.obolibrary.org/obo/ENVO_01001404"	"ecological province"
"http://purl.obolibrary.org/obo/ENVO_01000585"	"desk"
"http://purl.obolibrary.org/obo/NCBITaxon_162985"	"Hapalosiphon"
"http://purl.obolibrary.org/obo/CHEBI_26178"	"polyester macromolecule"
"http://purl.obolibrary.org/obo/ENVO_01001449"	"usage of an environment for defence"
"http://purl.obolibrary.org/obo/ENVO_01001511"	"freshwater ice"
"http://purl.obolibrary.org/obo/ENVO_01001559"	"cryopeg"
"http://purl.obolibrary.org/obo/FOODON_00001070"	"miso food product"
"http://purl.obolibrary.org/obo/ENVO_00000387"	"container of an intermittent lake"
"http://purl.obolibrary.org/obo/ENVO_06105023"	"biofouling"
"http://purl.obolibrary.org/obo/ENVO_01000189"	"temperate savanna biome"
"http://purl.obolibrary.org/obo/UBERON_0002075"	"viscus"
"http://purl.obolibrary.org/obo/ENVO_01000372"	"household waste material"
"http://purl.obolibrary.org/obo/ENVO_00003883"	"obsolete millet beer"
"http://purl.obolibrary.org/obo/ENVO_01000834"	"water raindrop"
"http://purl.obolibrary.org/obo/CHEBI_26816"	"carbohydrate phosphate"
"http://purl.obolibrary.org/obo/UBERON_0036244"	"secretion of serous membrane"
"http://purl.obolibrary.org/obo/PATO_0001428"	"medium acidity"
"http://purl.obolibrary.org/obo/ENVO_00000362"	"marine park area"
"http://purl.obolibrary.org/obo/ENVO_01000525"	"rock intrusion"
"http://purl.obolibrary.org/obo/PATO_0000998"	"viscous"
"http://purl.obolibrary.org/obo/CHEBI_25414"	"monoatomic monocation"
"http://purl.obolibrary.org/obo/ENVO_01001784"	"compound astronomical body part"
"http://purl.obolibrary.org/obo/ENVO_01001049"	"non-saline sediment environment"
"http://purl.obolibrary.org/obo/ENVO_00003072"	"obsolete ice cream"
"http://purl.obolibrary.org/obo/ENVO_01001140"	"ammonia ice"
"http://purl.obolibrary.org/obo/ENVO_3200019"	"concentration of titanium in lake water"
"http://purl.obolibrary.org/obo/UBERON_0001769"	"iris"
"http://purl.obolibrary.org/obo/ENVO_00000155"	"cirque"
"http://purl.obolibrary.org/obo/CHEBI_26421"	"pyridines"
"http://purl.obolibrary.org/obo/FOODON_03413357"	"plant according to family"
"http://purl.obolibrary.org/obo/ENVO_01000473"	"thatch"
"http://purl.obolibrary.org/obo/CHEBI_47867"	"indicator"
"http://purl.obolibrary.org/obo/CHEBI_33595"	"cyclic compound"
"http://purl.obolibrary.org/obo/ENVO_00000396"	"marine channel"
"http://purl.obolibrary.org/obo/ENVO_0010119"	"obsolete jack bean product"
"http://purl.obolibrary.org/obo/ENVO_00000028"	"sand pit quarry"
"http://purl.obolibrary.org/obo/ENVO_01000020"	"estuarine biome"
"http://purl.obolibrary.org/obo/ENVO_02500015"	"forest area expansion"
"http://purl.obolibrary.org/obo/FOODON_00001175"	"plant stem food product"
"http://purl.obolibrary.org/obo/ENVO_01000793"	"atmospheric wind"
"http://purl.obolibrary.org/obo/ENVO_01000380"	"oceanic temperate"
"http://purl.obolibrary.org/obo/FOODON_03400352"	"international agency food product type"
"http://purl.obolibrary.org/obo/CHEBI_27573"	"silicon atom"
"http://purl.obolibrary.org/obo/ENVO_00000508"	"terrace"
"http://purl.obolibrary.org/obo/ENVO_3200030"	"concentration of molybdenum in water ice"
"http://purl.obolibrary.org/obo/CHEBI_16670"	"peptide"
"http://purl.obolibrary.org/obo/ENVO_00000170"	"dune"
"http://purl.obolibrary.org/obo/PATO_0001430"	"alkaline"
"http://purl.obolibrary.org/obo/UBERON_0003413"	"pectoral appendage bud mesenchyme"
"http://purl.obolibrary.org/obo/UBERON_0004924"	"submucosa of pharynx"
"http://purl.obolibrary.org/obo/UBERON_0010188"	"protuberance"
"http://purl.obolibrary.org/obo/FOODON_00002275"	"steeped beverage product"
"http://purl.obolibrary.org/obo/ENVO_00000159"	"sugar plantation"
"http://purl.obolibrary.org/obo/ENVO_01000792"	"mass gaseous flow"
"http://purl.obolibrary.org/obo/UBERON_0000490"	"unilaminar epithelium"
"http://purl.obolibrary.org/obo/ENVO_01000023"	"marine pelagic biome"
"http://purl.obolibrary.org/obo/ENVO_01001809"	"subtropical grassland"
"http://purl.obolibrary.org/obo/CHEBI_48154"	"sulfur oxide"
"http://purl.obolibrary.org/obo/UBERON_0003129"	"skull"
"http://purl.obolibrary.org/obo/FOODON_03301977"	"beverage food product"
"http://purl.obolibrary.org/obo/ENVO_01000737"	"sill"
"http://purl.obolibrary.org/obo/CHEBI_15422"	"ATP"
"http://purl.obolibrary.org/obo/ENVO_03600008"	"intensive care unit"
"http://purl.obolibrary.org/obo/NCBITaxon_4185"	"Acanthaceae"
"http://purl.obolibrary.org/obo/FOODON_00002165"	"organ meat product"
"http://purl.obolibrary.org/obo/UBERON_0001981"	"blood vessel"
"http://purl.obolibrary.org/obo/ENVO_0010081"	"obsolete cruciferous food product"
"http://purl.obolibrary.org/obo/ENVO_01000085"	"plume front"
"http://purl.obolibrary.org/obo/PATO_0000586"	"increased size"
"http://purl.obolibrary.org/obo/PO_0025603"	"plant resin"
"http://purl.obolibrary.org/obo/ENVO_01000727"	"sublimation process"
"http://purl.obolibrary.org/obo/UBERON_0000456"	"secretion of exocrine gland"
"http://purl.obolibrary.org/obo/ENVO_01000909"	"biocrust"
"http://purl.obolibrary.org/obo/ENVO_0010153"	"obsolete genetically engineered rennet"
"http://purl.obolibrary.org/obo/ENVO_00000289"	"horst"
"http://purl.obolibrary.org/obo/FOODON_00001041"	"beef food product"
"http://purl.obolibrary.org/obo/ENVO_01001504"	"glacial surface layer velocity"
"http://purl.obolibrary.org/obo/CHEBI_15611"	"sarcosine"
"http://purl.obolibrary.org/obo/ENVO_01001616"	"bare soil"
"http://purl.obolibrary.org/obo/FOODON_00001121"	"equine milk beverage"
"http://purl.obolibrary.org/obo/CHEBI_61250"	"brevetoxin A"
"http://purl.obolibrary.org/obo/ENVO_01000364"	"glacier cave"
"http://purl.obolibrary.org/obo/ENVO_01001493"	"satellite imaging of a planet"
"http://purl.obolibrary.org/obo/ENVO_00005750"	"grassland soil"
"http://purl.obolibrary.org/obo/CHEBI_83056"	"Daphnia magna metabolite"
"http://purl.obolibrary.org/obo/UBERON_0009503"	"mesenchyme of hindgut"
"http://purl.obolibrary.org/obo/ENVO_00003928"	"obsolete pickled food product"
"http://purl.obolibrary.org/obo/FOODON_00001062"	"fermented millet food product"
"http://purl.obolibrary.org/obo/ENVO_01000008"	"microbial mat"
"http://purl.obolibrary.org/obo/ENVO_1000746"	"marine mucilage"
"http://purl.obolibrary.org/obo/ENVO_00002185"	"oil reservoir"
"http://purl.obolibrary.org/obo/ENVO_00002215"	"geothermal power plant"
"http://purl.obolibrary.org/obo/ENVO_01000626"	"drylot"
"http://purl.obolibrary.org/obo/ENVO_0010020"	"obsolete buffalo dairy product"
"http://purl.obolibrary.org/obo/ENVO_01000796"	"mass plasma flow"
"http://purl.obolibrary.org/obo/ENVO_01001549"	"freezing of water into water ice"
"http://purl.obolibrary.org/obo/FOODON_03307539"	"food (dried)"
"http://purl.obolibrary.org/obo/ENVO_01000563"	"central-draught lamp"
"http://purl.obolibrary.org/obo/FOODON_00001247"	"mate food product"
"http://purl.obolibrary.org/obo/ENVO_01001221"	"office building"
"http://purl.obolibrary.org/obo/ENVO_01000352"	"field"
"http://purl.obolibrary.org/obo/ENVO_00012411"	"karst cave"
"http://purl.obolibrary.org/obo/ENVO_01000791"	"forest fire"
"http://purl.obolibrary.org/obo/CHEBI_33455"	"nitrogen oxoacid"
"http://purl.obolibrary.org/obo/CHEBI_45696"	"hydrogensulfate"
"http://purl.obolibrary.org/obo/CHEBI_47788"	"3-oxo steroid"
"http://purl.obolibrary.org/obo/ENVO_01001256"	"coastal shrimp pond"
"http://purl.obolibrary.org/obo/CHEBI_38869"	"general anaesthetic"
"http://purl.obolibrary.org/obo/ENVO_01000401"	"tropical mixed needleleaf forest"
"http://purl.obolibrary.org/obo/CHEBI_28963"	"amino sugar"
"http://purl.obolibrary.org/obo/ENVO_09000013"	"amount of nitrogen atom in environmental material"
"http://purl.obolibrary.org/obo/ENVO_00003091"	"threonine enriched soil"
"http://purl.obolibrary.org/obo/CHEBI_49992"	"argon(.1+)"
"http://purl.obolibrary.org/obo/PATO_0001162"	"increased concentration"
"http://purl.obolibrary.org/obo/ENVO_06105111"	"natural plastic"
"http://purl.obolibrary.org/obo/ENVO_01000514"	"tile"
"http://purl.obolibrary.org/obo/ENVO_00003978"	"potato silage"
"http://purl.obolibrary.org/obo/UBERON_0007500"	"epithelial tube open at both ends"
"http://purl.obolibrary.org/obo/UBERON_0035639"	"ocular adnexa"
"http://purl.obolibrary.org/obo/CHEBI_35350"	"hydroxy steroid"
"http://purl.obolibrary.org/obo/CHEBI_78298"	"environmental contaminant"
"http://purl.obolibrary.org/obo/ENVO_00005799"	"rocky sand"
"http://purl.obolibrary.org/obo/ENVO_02000072"	"obsolete mushroom"
"http://purl.obolibrary.org/obo/UBERON_0005178"	"thoracic cavity element"
"http://purl.obolibrary.org/obo/ENVO_03510014"	"India ink"
"http://purl.obolibrary.org/obo/ENVO_02000112"	"fume"
"http://purl.obolibrary.org/obo/ENVO_01000318"	"extreme high temperature environment"
"http://purl.obolibrary.org/obo/ENVO_03000008"	"compaction process"
"http://purl.obolibrary.org/obo/CHEBI_33675"	"p-block molecular entity"
"http://purl.obolibrary.org/obo/PATO_0002304"	"increased process quality"
"http://purl.obolibrary.org/obo/FOODON_03460117"	"flavor or taste ingredient"
"http://purl.obolibrary.org/obo/ENVO_01000947"	"ecotone"
"http://purl.obolibrary.org/obo/ENVO_01000691"	"avalanche"
"http://purl.obolibrary.org/obo/ENVO_03510023"	"shellac"
"http://purl.obolibrary.org/obo/NCBITaxon_33511"	"Deuterostomia"
"http://purl.obolibrary.org/obo/ENVO_00000552"	"talik"
"http://purl.obolibrary.org/obo/UBERON_0004296"	"respiratory system lymphatic vessel smooth muscle"
"http://purl.obolibrary.org/obo/ENVO_01000147"	"marine coral reef fore reef"
"http://purl.obolibrary.org/obo/ENVO_01000408"	"environmental zone"
"http://purl.obolibrary.org/obo/ENVO_01001282"	"silica dust"
"http://purl.obolibrary.org/obo/ENVO_01001518"	"drifting sea ice mass"
